"StuID","Reason","LastUpdatedDate"
"4481","CSC+REN","2018-12-20 00:00:00"
"4483","CSC + REN + COA","2018-12-21 00:00:00"
"4484","CSC + REN + COA","2018-12-22 00:00:00"
"4489","CSC + REN + COA","2018-12-25 00:00:00"
"4491","CSC + REN","2018-12-25 00:00:00"
"4500","CSC + REN","2018-12-31 00:00:00"
"4508","CSC","2019-01-07 00:00:00"
"4509","CSC + COA + CON + COS","2019-01-07 00:00:00"
"4510","CSC + REN","2019-01-08 00:00:00"
"4511","CSC+REN","2019-01-08 00:00:00"
"4515","CSC+REN","2019-01-09 00:00:00"
"4522","CSC+REN","2019-01-15 00:00:00"
"4523","CSC","2019-01-15 00:00:00"
"4524","CSC","2019-01-15 00:00:00"
"4526","CSC+ REN + COA","2019-01-18 00:00:00"
"4530","CSC","2019-01-22 00:00:00"
"4531","CSC","2019-01-22 00:00:00"
"4534","CSC+REN","2019-01-24 00:00:00"
"4542","CSC+REN","2019-01-31 00:00:00"
"4550","CSC + COA","2019-02-06 00:00:00"
"4554","CSC+CON+COA","2019-02-06 00:00:00"
"4559","CSC + REN","2019-02-09 00:00:00"
"4561","CSC+REN","2019-02-11 00:00:00"
"4562","CSC+REN","2019-02-11 00:00:00"
"4563","CSC+REN","2019-02-11 00:00:00"
"4577","CSC + REN","2019-02-26 00:00:00"
"4583","CSC +REN","2019-03-14 00:00:00"
"4584","CSC+REN","2019-03-21 00:00:00"
"4587","CSC + REN","2019-03-19 00:00:00"
"4588","CSC + REN","2019-03-19 00:00:00"
"4592","CSC+REN","2019-03-26 00:00:00"
"4593","CSC+REN","2019-03-26 00:00:00"
"4603","CSC + REN","2019-04-03 00:00:00"
"4609","CSC + REN","2019-04-08 00:00:00"
"4611","CSC + REN + COA","2019-04-20 00:00:00"
"4615","CSC + REN","2019-04-10 00:00:00"
"4617","CSC+REN","2019-04-13 00:00:00"
"4619","CSC + REN + COA","2019-04-16 00:00:00"
"4628","CSC + REN","2019-04-20 00:00:00"
"4645","CSC + REN","2019-05-04 00:00:00"
"4646","CSC+REN","2019-05-05 00:00:00"
"4649","CSC + REN","2019-05-08 00:00:00"
"4650","CSC + REN + COA","2019-05-09 00:00:00"
"4651","CSC+REN+COA+CON","2019-05-13 00:00:00"
"4655","CSC","2019-05-15 00:00:00"
"4656","CSC","2019-05-15 00:00:00"
"4665","CSC","2019-05-24 00:00:00"
"4671","CSC","2019-05-30 00:00:00"
"4675","CSC + REN","2019-06-03 00:00:00"
"4678","CSC + REN","2019-06-03 00:00:00"
"4691","CSC + REN","2019-06-12 00:00:00"
"4703","CSC","2019-06-19 00:00:00"
"4713","CSC+REN+COA","2019-06-24 00:00:00"
"4718","REN + COA + CSC","2019-06-25 00:00:00"
"4719","CSC","2019-06-25 00:00:00"
"4726","CSC+REN","2019-07-10 00:00:00"
"4727","CSC+REN","2019-07-10 00:00:00"
"4730","CSC+REN","2019-07-12 00:00:00"
"4731","CSC + COA","2019-07-12 00:00:00"
"4732","CSC + REN","2019-07-12 00:00:00"
"4745","CSC + COA","2019-07-27 00:00:00"
"4749","CSC + REN + COA","2019-08-01 00:00:00"
"4753","CSC + REN","2019-08-03 00:00:00"
"4754","CSC + REN","2019-08-06 00:00:00"
"4755","CSC ","2019-08-06 00:00:00"
"4757","CSC + REN","2019-08-13 00:00:00"
"4770","CSC + REN + COA","2019-09-11 00:00:00"
"4771","CSC + REN","2019-09-11 00:00:00"
"4772","CSC+REN","2019-09-12 00:00:00"
"4773","CSC+REN","2019-09-12 00:00:00"
"4779","CSC+REN","2019-09-20 00:00:00"
"4786","CSC + COA + REN","2019-09-26 00:00:00"
"4791","CSC","2019-10-03 00:00:00"
"4797","CSC+REN","2019-10-27 00:00:00"
"4801","CSC+ REN + COA ","2019-10-27 00:00:00"
"4813","CSC + REN","2019-10-21 00:00:00"
"4815","CSC+REN","2019-10-22 00:00:00"
"4816","CSC+REN","2019-10-22 00:00:00"
"4818","CSC + REN","2019-10-26 00:00:00"
"4827","CSC+REN","2019-11-03 00:00:00"
"4836","CSC+REN","2019-11-12 00:00:00"
"4842","REN + COA + CSC","2019-11-12 00:00:00"
"4848","CSC + REN","2019-11-21 00:00:00"
"4852","CSC + REN + COA","2019-11-25 00:00:00"
"4863","CSC + REN","2019-12-02 00:00:00"
"4866","CSC","2019-12-04 00:00:00"
"4874","CSC + REN + CON","2019-12-12 00:00:00"
"4888","CSC+REN+CON","2019-12-25 00:00:00"
"4899","CSC + REN","2020-01-09 00:00:00"
"4901","CSC + REN","2020-01-09 00:00:00"
"4906","CSC+REN","2020-01-16 00:00:00"
"4907","REN + CSC ","2020-01-20 00:00:00"
"4914","CSC","2020-01-28 00:00:00"
"4915","CSC","2020-01-28 00:00:00"
"4916","CSC + REN + COA","2020-01-31 00:00:00"
"4925","CSC + REN","2020-02-10 00:00:00"
"4926","CSC + REN","2020-02-10 00:00:00"
"4927","REVALID","2020-02-10 00:00:00"
"4928","CSC + REN","2020-02-12 00:00:00"
"4931","CSC + REN","2020-02-18 00:00:00"
"4989","CSC + REN","2020-07-22 00:00:00"
"5015","CSC + COA + CON + COS","2020-08-25 00:00:00"
"5033","CSC + NOC","2020-09-08 00:00:00"
"5044","CSC + REN","2020-09-14 00:00:00"
"5046","CSC + REN","2020-09-15 00:00:00"
"5050","CSC + REN","2020-10-13 00:00:00"
"5055","CSC + REN","2020-09-29 00:00:00"
"5058","CSC + REN","2020-10-03 00:00:00"
"5072","CSC+REN","2020-10-12 00:00:00"
"5116","CSC + COA","2020-11-18 00:00:00"
"5118","REN","2021-02-23 00:00:00"
"5120","CSC+REN","2020-11-20 00:00:00"
"5121","CSC + REN","2020-11-20 00:00:00"
"5131","CSC + REN","2020-12-01 00:00:00"
"5136","CSC","2020-12-05 00:00:00"
"5140","CSC + REN","2020-12-10 00:00:00"
"5143","CSC + REN + COA","2020-12-12 00:00:00"
"5147","CSC+REN","2020-12-16 00:00:00"
"5181","CSC + REN","2021-01-07 00:00:00"
"5190","APPL: 135152921","2021-01-09 00:00:00"
"5199","CSC + COA","2021-01-15 00:00:00"
"5216","CSC + REN","2021-01-20 00:00:00"
"5248","REN + CON + COS","2021-02-09 00:00:00"
"5260","CSC","2021-02-15 00:00:00"
"5268","CSC+ REN + COA","2021-02-20 00:00:00"
"5276","CSC","2021-02-25 00:00:00"
"5294","CSC + REN","2021-03-13 00:00:00"
"5300","CSC","2021-03-22 00:00:00"
"5311","CSC + REN","2021-04-01 00:00:00"
"5312","CSC + REN","2021-04-03 00:00:00"
"5313","CSC + REN","2021-04-03 00:00:00"
"5318","CSC+COA+CON+REN","2021-05-10 00:00:00"
"5321","CSC+REN+COA","2021-05-18 00:00:00"
"5325","CSC","2021-06-03 00:00:00"
"5326","CSC+REN","2021-06-03 00:00:00"
"5338","CSC+REN","2021-06-24 00:00:00"
"5339","CSC+REN","2021-06-24 00:00:00"
"5368","CSC + REN","2021-07-31 00:00:00"
"5375","CSC + REN","2021-08-05 00:00:00"
"5377","CSC + REN","2021-08-11 00:00:00"
"5384","CSC + REN","2021-08-17 00:00:00"
"5391","CSC + COA + REN","2021-08-25 00:00:00"
"5412","CSC + REN","2021-09-21 00:00:00"
"5417","CSC + REN","2021-09-28 00:00:00"
"5419","CSC + COA + REN","2021-09-29 00:00:00"
"5475","CSC","2021-11-13 00:00:00"
"5486","CSC + REN ","2021-11-24 00:00:00"
"5497","CSC","2021-12-11 00:00:00"
"5545","CSC","2022-01-29 00:00:00"
"5556","CSC + REN","2022-02-21 00:00:00"
"5574","CSC + REN ","2022-03-02 00:00:00"
"5596","CSC + COA + REN","2022-04-20 00:00:00"
"5638","CSC + REN ","2022-06-01 00:00:00"
"5676","CSC + REN","2022-07-18 00:00:00"
"5690","CSC + REN","2022-08-01 00:00:00"
"5726","CSC + COA + REN","2022-09-22 00:00:00"
"5727","CSC","2022-09-26 00:00:00"
"5736","CSC ","2022-10-10 00:00:00"
"5756","CSC+COA","2022-11-08 00:00:00"
"5764","CSC","2022-11-18 00:00:00"
"5775","REN + COA","2022-11-28 00:00:00"
"5777","CSC","2022-11-30 00:00:00"
"5780","CSC ","2022-12-02 00:00:00"
"5796","CSC","2022-12-15 00:00:00"
"5803","CSC + REN ","2022-12-24 00:00:00"
"6123","CSC+REN","2024-04-06 00:00:00"
